"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","TELEHEALTH_SERVICES","ADOLESCENT_DESIGNATION","PROBLEM_GAMBLING","INTEGRATED_LICENSE_SERVICE","PARENTS_WITH_CHILDREN","LGBTQ_ENDORSEMNT","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"St. Peter's Hospital City of Albany","83060","3 Mercycare Ln","Guilderland","Saratoga","NY","12084","3504","St. Peter's Hosp City of Albany OP 2","51810","Schenectady","2925 Hamburg St","Rotterdam","NY","12303","4343","Mr. James Jeffreys","James.Jeffreys@sphp.com","5183572909","3011","Outpatient Services","Outpatient Clinic","5183572909","3011","Y","","","","","","","","",""
"Schoharie Co. Community Services Board","70740","113 Park Place","Schoharie","Schoharie","NY","12157","5205","Schoharie Co Chemical Dependencies OP","50427","Schoharie","113 Park Pl","Schoharie","NY","12157","5210","Ms. Taylor Ross","ocsappointments16@co.schoharie.ny.us","5182952031","","Outpatient Services","Outpatient Clinic","","","Y","","Y","","","","","","",""
"Finger Lakes Area Counseling/Recovery","39040","28 E Main St","Clifton Springs","Ontario","NY","14432","1231","FLACRA Addictions Clinic OP 1","51717","Schuyler","106 S Perry St","Watkins Glen","NY","14891","1615","Lindy Powers","lindy.powers@flacra.org","3155218860","","Outpatient Services","Outpatient Clinic","3155218860","","Y","","","","","","","","",""
"Dick Van Dyke Addiction Treatment Ctr","90003","1330 County Road 132","Ovid","Seneca","NY","14521","","Dick Van Dyke ATC IP","50725","Seneca","7116 County Rd 132","Willard","NY","14588","","Mr. Andrew Merrill","andrew.merrill@oasas.ny.gov","3158356153","","Inpatient Treatment Services","Inpatient Rehabilitation","3158356173","","Y","","Y","","","","","","",""
"Seneca County Community Services Board","70330","31 Thurber Dr","Waterloo","Seneca","NY","13165","1665","Seneca County Community Services OP","50431","Seneca","31 Thurber Dr","Waterloo","NY","13165","","Ms. Tammy Orlopp LCSW","torlopp@co.seneca.ny.us","3155391985","1957","Outpatient Services","Outpatient Clinic","3155391985","1985","Y","","Y","OMH Hosted","","","","","",""
"CASA-Trinity, Inc.","37130","4612 Millennium Dr","Geneseo","Livingston","NY","14454","1197","CASA-Trinity, Inc. IP","53491","Steuben","7309 Seneca Rd","Hornell","NY","14843","","Ms. Melissa Olin","molin@casa-trinity.org","6072825200","","Inpatient Treatment Services","Inpatient Rehabilitation","","","","","","","","","","","",""
"CASA-Trinity, Inc.","37130","4612 Millennium Dr","Geneseo","Livingston","NY","14454","1197","CASA-Trinity, Inc. MSW-IP","53386","Steuben","7309 Seneca Rd","Hornell","NY","14843","2104","Ms. Melissa Olin","molin@casa-trinity.org","6072825200","","Crisis Services","Med Sup Withdrawal - Inpatient","","","","","","","","","","","",""
"CASA-Trinity, Inc.","37130","4612 Millennium Dr","Geneseo","Livingston","NY","14454","1197","CASA-Trinity, Inc. OP3","53387","Steuben","86 River St","Hornell","NY","14843","2265","Ms. Brittany Jimenez","bjimenez@casa-trinity.org","6072825201","","Outpatient Services","Outpatient Clinic","5853355052","","Y","","","","","","","","",""
"Catholic Charities Steuben/Livingston","44050","23 Liberty St","Bath","Steuben","NY","14810","","Catholic Charities Steub/Livngston RRi","53343","Steuben","23 Liberty St","Bath","NY","14810","1506","Mrs. Trinity Cowburn","Trinity.Cowburn@dor.org","6079684717","","Residential Services","820 Residential Reintegration","","","","","","","","","","","",""
"Catholic Charities Steuben/Livingston","44050","23 Liberty St","Bath","Steuben","NY","14810","","Catholic Charities Steub/Livngston RRi","53344","Steuben","130 Rumsey St","Bath","NY","14810","9602","Mrs. Trinity Cowburn","Trinity.Cowburn@dor.org","6079684717","","Residential Services","820 Residential Reintegration","","","","","","","","","","","",""
"Steuben Co Alcohol Substance Abuse Srv","70640","115 Liberty St","Bath","Steuben","NY","14810","1508","Steuben Co Alcohol and SA Servcs OP 2","52186","Steuben","7454 Seneca Rd","Hornell","NY","14843","9141","Ms. Kim Jessup","KJessup@SteubenCountyNY.gov","6076642156","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Steuben Co Alcohol Substance Abuse Srv","70640","115 Liberty St","Bath","Steuben","NY","14810","1508","Steuben Co Alcohol and SA Services OP","50913","Steuben","115 Liberty St","Bath","NY","14810","1508","Ms. Kim Jessup","KJessup@SteubenCountyNY.gov","6076642156","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Steuben Co Alcohol Substance Abuse Srv","70640","115 Liberty St","Bath","Steuben","NY","14810","1508","Steuben County Alcohol & SA OP 1","50914","Steuben","114 Chestnut St","Corning","NY","14830","2514","Ms. Kim Jessup","KJessup@SteubenCountyNY.gov","6079376201","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Artemis Partners LLC","52920","243 W 18th St","New York","New York","NY","10011","","Mountainside Huntington Outpatient OP","53797","Suffolk","141 E Main St","Huntington","NY","11743","2852","Julia Purcaro CASAC","julia.purcaro@mountainside.com","6317601889","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Behavioral Enhancement Substance Abuse","48360","770 Grand Blvd","Deer Park","Suffolk","NY","11729","5725","Behavioral Enhancement and SAMT OP","52688","Suffolk","770 Grand Blvd","Deer Park","NY","11729","5725","Ms. Lauren A Grady LCSW","lgrady@best-tx.com","6316752400","108","Outpatient Services","Outpatient Clinic","","","Y","","","","","","21 Technology Drive","East Setauket","11733","Suffolk"
"Behavioral Enhancement Substance Abuse","48360","770 Grand Blvd","Deer Park","Suffolk","NY","11729","5725","Behavioral Enhancement and SAMT OP","52688","Suffolk","770 Grand Blvd","Deer Park","NY","11729","5725","Ms. Lauren A Grady LCSW","lgrady@best-tx.com","6316752400","108","Outpatient Services","Outpatient Clinic","","","Y","","","","","","6-7 Middle Country Road","Middle Island","11953","Suffolk"
"Behavioral Enhancement Substance Abuse","48360","770 Grand Blvd","Deer Park","Suffolk","NY","11729","5725","Behavioral Enhancement and SAMT OP","52688","Suffolk","770 Grand Blvd","Deer Park","NY","11729","5725","Ms. Lauren A Grady LCSW","lgrady@best-tx.com","6316752400","108","Outpatient Services","Outpatient Clinic","","","Y","","","","","","33 Foster Avenue","Sayville","11782","Suffolk"
"Catholic Charities of Long Island","20580","90 Cherry Ln","Hicksville","Suffolk","NY","11801","","Hampton Bays Outpatient Clinic OP","50125","Suffolk","31 E Montauk Hwy","Hampton Bays","NY","11946","1816","Ms. Joan Desmond LMSW","desmond.joan@catholiccharities.cc","6317236632","","Outpatient Services","Outpatient Clinic","6317233362","","Y","","","","","","","","",""
"Catholic Charities of Long Island","20580","90 Cherry Ln","Hicksville","Suffolk","NY","11801","","Talbot House RS","53205","Suffolk","30-C Carlough Rd","Bohemia","NY","11716","2919","Ms. Toni M DeFelice LCSW","defelice.toni@catholiccharities.cc","6315894144","","Residential Services","820 Residential Stabilization","6315894144","","","","","","","","","","",""
"Charles K. Post Addiction Treatment","90013","998 Crooked Hill Rd.","West Brentwood","Suffolk","NY","11717","","Charles K. Post ATC CR","50753","Suffolk","998 Crooked Hill Rd","West Brentwood","NY","11717","1087","Ms. Elaine Dubissette","elaine.dubissette@oasas.ny.gov","6314347554","","Residential Services","Community Residential","","","Y","","","","","","","","",""
"Charles K. Post Addiction Treatment","90013","998 Crooked Hill Rd.","West Brentwood","Suffolk","NY","11717","","Charles K. Post ATC IP","50749","Suffolk","998 Crooked Hill Rd","West Brentwood","NY","11717","1087","Ms. Elaine Dubissette","elaine.dubissette@oasas.ny.gov","6314347209","","Inpatient Treatment Services","Inpatient Rehabilitation","","","Y","","Y","","","","","","",""
"Community Counseling of Ronkonkoma","12000","3281 Veterans Memorial Hwy","Ronkonkoma","Suffolk","NY","11779","7675","Cmty Counseling of Ronkonkoma OP","51223","Suffolk","3281 Veterans Memorial Hwy","Ronkonkoma","NY","11779","7676","Ms. Ruth M Meyer","info@ccsli.org","6314713122","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Counseling Center at Yorktown Heights","48620","2000 Maple Hill St","Yorktown Heights","Westchester","NY","10598","4176","Sunrise Detox Brentwood MSW-IP","53557","Suffolk","141 8th St","Brentwood","NY","11717","","Ms. Gina Hooper LMSW","ghooper@sunrise-detox.com","6316298220","","Crisis Services","Med Sup Withdrawal - Inpatient","6316298220","","","","","","","","","","",""
"Employee Assistance Resource Services","1413","278 E Main St","Smithtown","Suffolk","NY","11787","2915","Employee Assistance Resource Srvcs OP","4164","Suffolk","278 E Main St","Smithtown","NY","11787","","Warren D Zysman CSW-R","wdzysman@gmail.com","6313616960","","Outpatient Services","Outpatient Clinic","6313616960","","Y","","","","","","","","",""
"Family Residences&EssentialEnterprises","40320","191 Bethpage Sweet Hollow Road","Old Bethpage","Nassau","NY","11804","","Family Res and Esst Enterprises OP","53817","Suffolk","405 Locust Ave","Oakdale","NY","11769","","Kimberly Wighton","kwighton@familyres.org","6319232478","","Outpatient Services","Outpatient Clinic","","","Y","","","OMH Hosted","","","","","",""
"Family Service League, Inc.","50440","790 Park Ave","Huntington","Suffolk","NY","11743","4516","Family Recovery Center OP","50994","Suffolk","1235 Montauk Hwy","Mastic","NY","11950","","Dominique Muren","dmuren@fsl-li.org","6319243741","","Outpatient Services","Outpatient Clinic","6319243741","","Y","","","OMH Hosted","","","","","",""
"Family Service League, Inc.","50440","790 Park Ave","Huntington","Suffolk","NY","11743","4516","Family Recovery Center OP1","51813","Suffolk","1448 Fifth Ave","Bayshore","NY","11706","","Dana Legrande","dlegrande@fsl-li.org","6316473100","","Outpatient Services","Outpatient Clinic","6316473100","","Y","","","","","","","","",""
"Family Service League, Inc.","50440","790 Park Ave","Huntington","Suffolk","NY","11743","4516","Family Recovery Center OP2","52084","Suffolk","400 W Main St","Riverhead","NY","11901","2813","Melanie Pasignajen","melanie.pasignajen@fsl-li.org","6317723215","7102","Outpatient Services","Outpatient Clinic","","","Y","","","OMH Hosted","","","","","",""
"Family Service League, Inc.","50440","790 Park Ave","Huntington","Suffolk","NY","11743","4516","Family Service League, Inc. OP","53494","Suffolk","90 Adams Ave","Hauppauge","NY","11788","3631","Ms. Melissa Coscia","jsteigman@fsl-li.org","6314706790","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Fed of Org/ NYS Mentally Disabled, Inc","16290","1 Farmingdale Ave - Rte. 109","West Babylon","Suffolk","NY","11704","","Fed/Org NYS Mentally Disabled, Inc. OP","53500","Suffolk","1375 Akron St","Copiague","NY","11726","","Jennifer M Aldrich LCSW","jaldrich@fedoforg.org","6316695355","3162","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Hope For Youth, Inc.","16320","201 Dixon Ave","Amityville","Suffolk","NY","11701","2832","Hope For Youth, Inc. OP","52608","Suffolk","201 Dixon Ave","Amityville","NY","11701","","Ms. Jaclyn B Marro LCSW","jmarro@hfyny.org","6317826523","","Outpatient Services","Outpatient Clinic","6317826537","","Y","","","","","","","","",""
"Huntington Youth Bureau/Research Inst.","172","423 Park Ave","Huntington","Suffolk","NY","11743","","Huntington Youth Bureau OP","992","Suffolk","423 Park Ave","Huntington","NY","11743","","Mr. Barry Zaks LMSW","bzaks@hdacc.org","6312713591","","Outpatient Services","Outpatient Clinic","6312713591","","Y","Y","","","","","","","",""
"John T. Mather Hosp of Port Jefferson","83220","75 North Country Rd","Port Jefferson","Suffolk","NY","11777","2190","Mather Outpatient Chem Depndnc Prgm OP","50023","Suffolk","100 Highlands Blvd","Port Jefferson","NY","11777","2312","Ms. Alice Miller LCSW","amiller34@northwell.edu","6313318200","7960","Outpatient Services","Outpatient Clinic","","","Y","","Y","","","","","","",""
"Long Island Center for Recovery, Inc.","25850","320 W Montauk Hwy","Hampton Bays","Suffolk","NY","11946","","Long Island Center for Recovery IP","51713","Suffolk","320 W Montauk Hwy","Hampton Bays","NY","11946","3525","Mr. Dylan Galasso","dgalasso@longislandcenterrecovery.com","6317283100","131","Inpatient Treatment Services","Inpatient Rehabilitation","6317283100","105","","","","","","","","","",""
"Long Island Center for Recovery, Inc.","25850","320 W Montauk Hwy","Hampton Bays","Suffolk","NY","11946","","Long Island Center for Recovery MSW-IP","51759","Suffolk","320 W Montauk Hwy","Hampton Bays","NY","11946","3525","Mr. Dylan Galasso","dgalasso@longislandcenterrecovery.com","6317283100","131","Crisis Services","Med Sup Withdrawal - Inpatient","6317283100","105","","","","","","","","","",""
"Long Island Community Hospital","85340","101 Hospital Road","Patchogue","Suffolk","NY","11772","","Memorial Hospital Medical Center OP","50101","Suffolk","550 Montauk Hwy","Shirley","NY","11967","2114","Mrs. Elizabeth Sandusky","Elizabeth.Sandusky@NYULangone.org","6318521070","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corp RR","53558","Suffolk","998 Crooked Hill Rd","Brentwood","NY","11717","1019","Ms. Jessica Shuren","jessicashuren@opiny.org","6315218400","5102","Residential Services","820 Rehab and Reintegration","","","","","","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corp. OP 2","53093","Suffolk","998 Crooked Hill Rd","Brentwood","NY","11717","","Mr. Tom Olivo LCSW","thomasolivo@opiny.org","6315218400","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corp. RRSY","53002","Suffolk","400 Crooked Hill Rd","Brentwood","NY","11717","1039","Mr. John Venza CSW","johnmvenza@opiny.org","6312313232","","Residential Services","Residential Rehab for Youth","","","","","","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corporation OP 1","52648","Suffolk","452 Suffolk Ave","Brentwood","NY","11717","4207","Donna Bornfriend LCSW","donnabornfriend@opiny.org","7188479233","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","998 Crooked Hill Road","Brentwood","11717","Suffolk"
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corporation OP 1","52648","Suffolk","452 Suffolk Ave","Brentwood","NY","11717","4207","Donna Bornfriend LCSW","donnabornfriend@opiny.org","7188479233","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","998 Crooked Hill Road","Brentwood","11717","Suffolk"
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corporation OTP","53654","Suffolk","998 Crooked Hill Rd","Brentwood","NY","11717","","Mr. Tom Olivo LCSW","Thomasolivo@opiny.org","6315218400","5112","Opioid Treatment","Opioid Outpatient Treatment","","","Y","","","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Project-Bellport OP","6594","Suffolk","11 Farber Dr","Bellport","NY","11713","1500","Ms. Krista Whitman LCSW","kristawhitman@opiny.org","6312860700","","Outpatient Services","Outpatient Clinic","6312860700","4111","Y","Y","","","","","525 Convent Road","Syosset","11791","Nassau"
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Project-Bellport OP","6594","Suffolk","11 Farber Dr","Bellport","NY","11713","1500","Ms. Krista Whitman LCSW","kristawhitman@opiny.org","6312860700","","Outpatient Services","Outpatient Clinic","6312860700","4111","Y","Y","","","","","400 Crooked Hill Road","Brentwood","11717","Suffolk"
